TimeStamp,ch1,ch2,ch3,ch4
1944.7308,575.92,-145.48,-7056.67,2597.48
1944.7348,580.64,-148.77,-7083.32,2587.94
1944.7388,581.31,-146.91,-7074.83,2590.85
1944.7428,576.64,-142.38,-7045.6,2602.24
1944.7465,564.05,-145.72,-7035.83,2603.34
1944.7505,562.1,-153.68,-7067.16,2588.18
1944.7545,570.68,-156.12,-7091.95,2576.26
1944.7585,579.07,-152.3,-7081.65,2581.74
1944.7625,571.73,-151.06,-7053.33,2592.75
1944.7665,559.23,-153.02,-7042.6,2594.66
1944.7705,557.38,-160.07,-7072.88,2581.64
1944.7745,574.11,-153.4,-7089.0,2580.79
1944.7785,589.08,-140.29,-7068.97,2594.66
1944.7825,579.83,-141.43,-7044.27,2601.58
1944.7865,563.53,-149.11,-7039.88,2597.86
1944.7905,565.77,-152.21,-7068.35,2588.08
1944.7945,569.39,-155.4,-7096.1,2576.59
1944.7985,583.7,-145.63,-7076.55,2589.04
1944.8025,582.93,-140.24,-7042.69,2604.53
1944.8065,567.1,-146.34,-7036.97,2601.67
1944.8105,569.92,-150.78,-7063.91,2590.04
1944.8145,579.74,-151.49,-7091.57,2579.31
1944.8185,586.65,-145.86,-7080.27,2585.22
1944.8225,583.93,-140.81,-7048.66,2599.86
1944.8265,567.82,-147.68,-7044.17,2596.66
1944.8305,565.24,-155.88,-7074.55,2582.98
1944.8345,576.78,-152.4,-7093.48,2578.45
1944.8385,586.94,-144.82,-7076.31,2587.99
1944.8425,583.79,-140.67,-7042.89,2602.15
1944.8465,568.15,-147.2,-7035.78,2600.72
1944.8505,566.67,-153.73,-7066.82,2588.18
1944.8545,574.73,-156.97,-7096.01,2575.78
1944.8585,581.93,-154.02,-7084.47,2581.26
1944.8625,579.98,-147.72,-7047.7,2597.86
1944.8665,566.2,-151.16,-7035.78,2598.43
1944.8705,564.62,-156.93,-7068.44,2584.36
1944.8745,576.07,-155.69,-7092.91,2577.26
1944.8782,582.93,-151.78,-7086.37,2581.84
1944.8822,577.31,-150.49,-7059.48,2591.04
1944.8862,564.91,-154.45,-7049.56,2591.23
1944.8902,561.43,-162.27,-7081.37,2575.3
1944.8942,569.49,-163.6,-7104.4,2567.24
1944.8982,581.17,-156.16,-7089.33,2578.88
1944.9022,579.26,-149.44,-7056.14,2593.71
1944.9062,565.67,-152.64,-7043.17,2594.47
1944.9102,567.63,-154.07,-7066.11,2585.98
1944.9142,578.69,-152.02,-7089.09,2579.36
1944.9182,590.47,-144.43,-7075.74,2588.18
1944.9222,586.7,-142.67,-7047.56,2599.05
1944.9262,567.2,-153.16,-7048.42,2593.23
1944.9302,563.0,-162.55,-7078.41,2579.31
1944.9342,568.06,-164.13,-7101.49,2569.49
1944.9382,574.4,-159.45,-7091.95,2575.54
1944.9422,572.49,-155.16,-7058.48,2590.08
1944.9462,558.66,-161.6,-7048.27,2586.41
1944.9502,559.38,-165.22,-7077.17,2575.73
1944.9542,571.2,-160.88,-7095.77,2572.92
1944.9582,588.56,-148.2,-7077.5,2587.18
1944.9622,592.14,-138.62,-7043.7,2603.67
1944.9662,570.58,-149.54,-7040.17,2597.48
1944.9702,566.91,-159.55,-7072.54,2581.5
1944.9742,578.12,-157.07,-7094.91,2576.07
1944.9782,587.27,-151.25,-7086.28,2581.55
1944.9822,579.88,-152.06,-7061.67,2590.37
1944.9862,570.34,-150.92,-7046.08,2594.61
1944.9902,569.68,-156.16,-7074.5,2582.03
1944.9942,578.21,-155.83,-7098.63,2574.06
1944.9982,590.28,-147.06,-7085.9,2583.46
1945.0022,586.32,-143.48,-7054.14,2595.33
1945.0062,568.63,-150.39,-7043.65,2594.85
1945.01,565.72,-158.17,-7068.87,2582.36
1945.014,577.78,-156.83,-7087.47,2576.64
1945.018,594.33,-145.86,-7073.74,2588.03
1945.022,589.37,-143.81,-7046.75,2598.29
1945.026,568.49,-154.45,-7042.31,2592.71
1945.03,570.68,-156.64,-7066.25,2585.08
1945.034,579.79,-155.64,-7089.04,2579.21
1945.038,587.18,-153.64,-7085.37,2579.21
