TimeStamp,ch1,ch2,ch3,ch4
2107.576,408.41,-1577.09,-7617.19,1494.79
2107.58,414.37,-1578.52,-7637.64,1484.78
2107.584,426.39,-1571.18,-7626.87,1494.36
2107.588,431.3,-1561.21,-7594.44,1511.86
2107.5918,414.75,-1566.51,-7586.38,1511.38
2107.5958,412.89,-1572.13,-7612.99,1497.32
2107.5998,423.15,-1572.51,-7635.79,1489.88
2107.6038,435.3,-1565.41,-7624.29,1497.41
2107.6078,431.01,-1561.88,-7598.02,1508.43
2107.6118,419.09,-1562.31,-7581.85,1512.38
2107.6158,420.57,-1565.89,-7608.56,1502.23
2107.6198,427.29,-1566.55,-7629.68,1495.36
2107.6238,434.35,-1561.69,-7619.81,1501.04
2107.6278,428.25,-1561.26,-7597.73,1509.14
2107.6318,417.42,-1562.79,-7585.76,1510.67
2107.6358,423.1,-1563.93,-7606.79,1501.8
2107.6398,432.35,-1562.21,-7627.11,1497.98
2107.6438,441.22,-1556.3,-7616.38,1508.38
2107.6478,438.98,-1551.44,-7588.53,1519.73
2107.6518,428.25,-1553.11,-7577.61,1521.4
2107.6558,423.0,-1560.16,-7605.65,1507.19
2107.6598,428.87,-1562.6,-7628.06,1498.65
2107.6638,435.54,-1560.59,-7621.38,1502.99
2107.6678,430.54,-1558.54,-7598.11,1509.81
2107.6718,414.8,-1563.88,-7588.67,1507.33
2107.6758,414.71,-1569.03,-7614.33,1496.84
2107.6798,424.81,-1571.46,-7637.12,1489.21
2107.6838,434.06,-1569.65,-7629.06,1494.74
2107.6878,427.63,-1567.46,-7601.93,1504.99
2107.6918,413.13,-1570.51,-7591.3,1503.9
2107.6958,410.94,-1575.9,-7618.48,1491.93
2107.6998,421.09,-1575.09,-7640.98,1484.68
2107.7038,429.82,-1568.89,-7629.63,1493.93
2107.7078,423.62,-1567.32,-7602.26,1505.33
2107.7118,412.99,-1568.17,-7589.67,1507.76
2107.7158,417.52,-1567.17,-7605.89,1503.04
2107.7198,424.39,-1568.89,-7629.63,1494.22
2107.7236,434.02,-1563.26,-7621.34,1501.51
2107.7276,430.01,-1560.88,-7595.78,1512.0
2107.7316,415.95,-1565.79,-7586.38,1509.09
2107.7356,414.51,-1570.42,-7610.75,1496.12
2107.7396,424.39,-1569.27,-7632.88,1489.16
2107.7436,434.21,-1561.02,-7622.58,1498.6
2107.7476,430.73,-1558.02,-7594.92,1511.48
2107.7516,415.8,-1563.88,-7588.53,1510.62
2107.7556,418.38,-1566.12,-7610.37,1502.18
2107.7596,427.2,-1565.55,-7632.21,1496.03
2107.7636,430.44,-1564.79,-7627.3,1498.03
2107.7676,424.77,-1563.74,-7600.55,1506.57
2107.7716,409.46,-1568.17,-7589.1,1505.57
2107.7756,407.84,-1575.09,-7615.42,1492.5
2107.7796,416.18,-1576.38,-7641.03,1483.87
2107.7836,430.68,-1568.51,-7631.83,1491.59
2107.7876,427.96,-1564.74,-7599.16,1505.52
2107.7916,410.6,-1570.65,-7590.58,1504.8
2107.7956,408.36,-1578.52,-7617.05,1491.12
2107.7996,416.42,-1579.28,-7638.84,1483.87
2107.8036,424.77,-1577.81,-7633.78,1488.83
2107.8076,418.66,-1575.52,-7608.84,1499.75
2107.8116,401.93,-1581.67,-7599.93,1498.03
2107.8156,401.64,-1585.2,-7623.39,1488.3
2107.8196,414.32,-1581.24,-7640.6,1485.73
2107.8236,424.19,-1578.86,-7635.64,1490.4
2107.8276,416.04,-1579.0,-7610.85,1497.79
2107.8316,401.4,-1582.43,-7597.97,1497.98
2107.8356,403.21,-1585.53,-7615.42,1490.74
2107.8396,413.47,-1586.01,-7638.65,1484.35
2107.8436,422.62,-1581.62,-7636.02,1488.78
2107.8476,419.71,-1579.14,-7610.42,1497.17
2107.8516,403.88,-1583.53,-7597.5,1498.13
2107.8553,405.26,-1584.53,-7613.99,1493.6
2107.8593,418.52,-1579.62,-7632.07,1490.59
2107.8633,430.35,-1572.32,-7623.86,1499.7
2107.8673,426.24,-1567.27,-7596.73,1511.0
2107.8713,416.28,-1568.65,-7584.95,1512.91
2107.8753,408.98,-1579.48,-7613.61,1496.7
2107.8793,416.66,-1581.19,-7634.55,1487.92
2107.8833,429.82,-1575.76,-7627.35,1494.22
2107.8873,426.29,-1571.85,-7601.6,1504.56
2107.8913,408.65,-1576.66,-7591.44,1502.47
2107.8953,406.89,-1581.67,-7613.14,1492.64
2107.8993,417.57,-1580.1,-7632.07,1488.4
2107.9033,428.82,-1571.13,-7624.2,1497.51
2107.9073,428.39,-1563.6,-7595.54,1512.0
2107.9113,413.13,-1569.51,-7584.05,1512.24
2107.9153,408.89,-1576.61,-7610.75,1499.08
2107.9193,419.28,-1576.14,-7631.11,1493.31
2107.9233,431.49,-1571.75,-7628.68,1497.84
2107.9273,418.33,-1575.42,-7610.13,1501.37
2107.9313,403.83,-1577.43,-7595.11,1501.7
2107.9353,405.84,-1579.86,-7616.81,1491.59
2107.9393,413.27,-1580.81,-7637.6,1485.25
2107.9433,429.58,-1570.75,-7627.25,1496.84
2107.9473,426.05,-1566.55,-7599.93,1507.95
2107.9513,410.51,-1571.08,-7587.29,1508.38
2107.9553,408.94,-1576.14,-7609.18,1496.12
2107.9593,420.33,-1573.99,-7631.78,1489.78
2107.9633,432.4,-1566.84,-7627.96,1495.89
2107.9673,428.72,-1563.6,-7600.31,1508.19
2107.9713,413.8,-1569.61,-7588.72,1505.9
2107.9753,414.37,-1572.9,-7609.23,1497.46
2107.9793,418.33,-1577.23,-7636.98,1485.63
2107.9833,432.3,-1568.7,-7630.4,1493.07
2107.9871,430.92,-1564.74,-7601.36,1507.04
2107.9911,415.09,-1571.27,-7588.44,1507.57
2107.9951,410.32,-1575.99,-7608.51,1498.17
2107.9991,420.67,-1574.99,-7631.06,1489.59
2108.0031,432.54,-1570.03,-7628.73,1494.98
2108.0071,428.58,-1567.32,-7597.5,1506.61
2108.0111,410.84,-1574.85,-7584.29,1504.09
2108.0151,410.08,-1580.05,-7606.22,1495.41
2108.0191,419.66,-1580.19,-7630.44,1485.4
2108.0231,430.82,-1573.04,-7628.73,1490.07
2108.0271,431.54,-1565.03,-7600.21,1504.56
2108.0311,417.76,-1567.22,-7587.39,1506.95
2108.0351,408.74,-1577.52,-7612.42,1493.88
2108.0391,419.52,-1575.09,-7631.3,1488.3
2108.0431,432.49,-1567.17,-7629.25,1493.93
2108.0471,430.44,-1563.22,-7599.74,1506.57
2108.0511,413.99,-1568.17,-7585.96,1507.81
2108.0551,407.08,-1577.62,-7611.23,1494.74
2108.0591,414.8,-1577.43,-7631.68,1486.97
2108.0631,430.68,-1568.41,-7624.15,1495.08
2108.0671,434.21,-1560.4,-7594.01,1511.48
2108.0711,418.14,-1564.31,-7579.57,1512.43
2108.0751,408.7,-1576.76,-7605.36,1496.03
2108.0791,414.51,-1579.33,-7630.54,1485.82
2108.0831,428.39,-1572.66,-7627.58,1492.64
2108.0871,428.15,-1565.31,-7595.97,1507.76
2108.0911,413.89,-1569.22,-7582.95,1508.14
2108.0951,407.84,-1577.47,-7607.89,1493.98
2108.0991,416.47,-1578.05,-7630.25,1485.49
2108.1031,426.72,-1576.52,-7631.4,1487.4
2108.1071,424.0,-1573.28,-7606.6,1498.17
2108.1111,410.37,-1573.61,-7590.39,1502.66
2108.1151,403.79,-1580.95,-7611.23,1490.64
2108.1188,411.32,-1584.67,-7639.93,1478.48
2108.1228,426.44,-1574.85,-7634.12,1486.16
2108.1268,425.48,-1568.89,-7605.36,1500.27
2108.1308,412.94,-1570.7,-7586.96,1505.09
2108.1348,412.04,-1573.28,-7604.08,1496.46
2108.1388,419.62,-1575.99,-7629.97,1486.16
2108.1428,428.06,-1575.28,-7633.31,1485.73
2108.1468,423.34,-1573.47,-7608.03,1496.22
2108.1508,411.8,-1570.84,-7587.24,1504.61
2108.1548,407.79,-1575.71,-7607.94,1493.36
2108.1588,418.62,-1574.9,-7629.97,1485.68
2108.1628,432.49,-1568.27,-7628.25,1491.83
2108.1668,431.39,-1564.22,-7602.22,1504.09
2108.1708,415.13,-1569.18,-7588.2,1505.09
2108.1748,408.46,-1578.05,-7608.13,1492.17
2108.1788,416.42,-1580.1,-7632.07,1482.87
2108.1828,432.54,-1573.28,-7628.25,1489.59
2108.1868,429.96,-1567.79,-7602.17,1500.7
2108.1908,414.66,-1572.32,-7591.34,1502.37
2108.1948,409.98,-1578.47,-7612.52,1490.78
2108.1988,416.56,-1579.62,-7633.59,1482.53
2108.2028,429.92,-1575.04,-7631.11,1486.21
2108.2068,428.72,-1569.56,-7607.41,1498.41
2108.2108,412.27,-1572.66,-7593.73,1500.8
2108.2148,405.88,-1577.28,-7615.09,1490.97
2108.2188,417.71,-1575.52,-7638.31,1483.01
2108.2228,433.25,-1570.7,-7635.21,1488.4
2108.2268,428.82,-1569.61,-7608.75,1498.17
2108.2308,413.27,-1573.85,-7594.3,1500.8
2108.2348,405.36,-1580.67,-7615.28,1490.26
2108.2388,407.6,-1585.67,-7641.7,1477.53
2108.2428,422.14,-1579.57,-7639.93,1482.68
2108.2468,423.05,-1573.71,-7609.8,1497.65
2108.2506,412.04,-1576.52,-7591.39,1501.99
2108.2546,407.17,-1582.19,-7610.04,1492.26
2108.2586,412.89,-1584.58,-7633.73,1481.15
2108.2626,424.29,-1581.53,-7635.64,1483.25
2108.2666,427.2,-1574.09,-7605.36,1498.89
2108.2706,412.99,-1576.04,-7588.58,1503.52
2108.2746,403.21,-1583.58,-7607.79,1492.45
2108.2786,411.8,-1582.96,-7631.45,1483.25
2108.2826,428.63,-1573.9,-7630.87,1489.45
2108.2866,429.92,-1566.84,-7598.88,1504.99
2108.2906,410.27,-1574.85,-7587.2,1503.99
2108.2946,402.26,-1581.24,-7607.65,1491.31
2108.2986,412.08,-1579.43,-7629.59,1485.49
2108.3026,424.81,-1575.33,-7630.49,1487.92
2108.3066,426.01,-1569.08,-7602.41,1502.7
2108.3106,414.18,-1569.56,-7584.33,1507.19
2108.3146,405.6,-1578.38,-7605.17,1494.12
2108.3186,413.18,-1580.1,-7631.3,1484.01
2108.3226,428.82,-1573.75,-7630.21,1489.07
2108.3266,429.68,-1567.6,-7598.59,1504.56
2108.3306,418.38,-1566.84,-7578.28,1510.57
2108.3346,414.47,-1570.99,-7598.11,1499.75
2108.3386,424.58,-1570.84,-7622.58,1491.5
2108.3426,433.4,-1569.7,-7628.06,1489.59
2108.3466,431.2,-1566.98,-7602.36,1500.18
2108.3506,419.04,-1568.13,-7584.14,1505.52
2108.3546,411.89,-1574.56,-7601.69,1495.5
2108.3586,419.43,-1576.61,-7624.72,1487.21
2108.3626,433.59,-1570.8,-7626.63,1491.4
2108.3666,433.73,-1565.41,-7596.06,1505.57
2108.3706,421.33,-1567.98,-7579.18,1509.0
2108.3746,414.71,-1572.85,-7598.4,1499.84
2108.3786,419.95,-1574.9,-7626.49,1487.45
2108.3824,429.77,-1573.61,-7632.83,1486.44
2108.3864,429.53,-1568.41,-7606.13,1499.7
2108.3904,418.0,-1569.03,-7583.81,1506.71
2108.3944,413.61,-1572.7,-7598.4,1500.42
2108.3984,422.62,-1572.7,-7622.48,1492.64
2108.4024,433.92,-1569.89,-7627.01,1491.83
2108.4064,430.87,-1566.55,-7599.93,1503.61
2108.4104,414.99,-1572.32,-7585.34,1504.85
2108.4144,405.41,-1584.53,-7609.8,1489.45
2108.4184,409.03,-1589.68,-7638.26,1475.29
2108.4224,422.29,-1583.91,-7637.79,1480.1
2108.4264,422.53,-1577.0,-7607.56,1496.41
2108.4304,410.13,-1579.71,-7588.63,1501.75
2108.4344,403.79,-1586.29,-7605.27,1493.12
2108.4384,410.27,-1587.44,-7631.16,1483.97
2108.4424,426.91,-1579.95,-7632.54,1488.5
2108.4464,426.53,-1575.8,-7607.65,1498.89
2108.4504,417.18,-1575.28,-7587.58,1504.37
2108.4544,410.13,-1580.76,-7604.31,1494.84
2108.4584,419.33,-1580.95,-7629.59,1487.78
2108.4624,431.16,-1576.23,-7635.69,1488.35
2108.4664,427.68,-1573.42,-7609.99,1498.46
2108.4704,416.09,-1572.94,-7586.67,1505.66
2108.4744,408.6,-1578.28,-7600.17,1498.32
2108.4784,415.71,-1578.38,-7624.72,1488.59
2108.4824,432.97,-1571.75,-7628.68,1491.83
2108.4864,433.4,-1566.84,-7602.74,1502.75
2108.4904,418.14,-1571.04,-7586.1,1506.95
2108.4944,404.55,-1580.62,-7603.74,1494.41
2108.4984,411.75,-1583.81,-7629.59,1482.53
2108.5024,426.96,-1577.14,-7631.11,1487.26
2108.5064,429.3,-1571.46,-7602.55,1500.46
2108.5104,415.13,-1575.09,-7583.57,1503.47
2108.5141,406.17,-1581.72,-7598.35,1494.6
2108.5181,416.95,-1581.34,-7622.91,1486.97
2108.5221,430.25,-1577.81,-7630.4,1486.35
2108.5261,425.77,-1576.52,-7607.41,1494.55
2108.5301,413.47,-1577.71,-7587.24,1500.27
2108.5341,406.22,-1583.91,-7602.02,1491.17
2108.5381,413.66,-1585.82,-7630.54,1478.82
2108.5421,429.44,-1578.76,-7633.4,1483.54
2108.5461,431.97,-1571.66,-7604.89,1498.03
2108.5501,423.67,-1569.08,-7583.67,1505.66
2108.5541,412.51,-1577.57,-7601.79,1494.17
2108.5581,418.23,-1579.62,-7629.4,1484.06
2108.5621,429.01,-1574.71,-7636.83,1485.54
2108.5661,429.11,-1570.61,-7608.65,1496.79
2108.5701,419.9,-1570.32,-7584.14,1505.14
2108.5741,411.46,-1575.8,-7597.92,1497.79
2108.5781,420.09,-1573.85,-7620.1,1491.69
2108.5821,436.07,-1568.32,-7625.91,1493.22
2108.5861,437.26,-1562.83,-7597.92,1506.95
2108.5901,426.05,-1563.55,-7577.85,1511.76
2108.5941,415.61,-1568.6,-7590.39,1503.75
2108.5981,422.95,-1571.23,-7618.81,1493.26
2108.6021,437.64,-1567.41,-7627.15,1492.88
2108.6061,438.4,-1563.98,-7599.69,1505.23
2108.6101,423.29,-1568.65,-7579.42,1508.47
2108.6141,412.89,-1575.71,-7594.11,1498.17
2108.6181,423.57,-1575.42,-7616.66,1490.26
2108.6221,438.26,-1569.65,-7621.91,1493.74
2108.6261,437.59,-1566.74,-7600.64,1503.61
2108.6301,422.76,-1570.32,-7582.43,1507.47
2108.6341,411.89,-1578.05,-7596.78,1496.84
2108.6381,418.71,-1578.52,-7622.67,1486.83
2108.6421,432.54,-1574.52,-7630.06,1486.73
2108.6459,435.02,-1569.03,-7603.69,1499.03
2108.6499,422.05,-1573.13,-7586.34,1502.37
2108.6539,410.46,-1582.1,-7603.84,1491.36
2108.6579,418.14,-1582.34,-7626.87,1483.11
2108.6619,436.12,-1573.52,-7629.49,1489.11
2108.6659,436.5,-1570.03,-7604.46,1499.8
2108.6699,421.48,-1572.85,-7584.57,1503.23
2108.6739,409.03,-1582.0,-7601.21,1490.97
2108.6779,413.47,-1583.24,-7624.72,1482.82
2108.6819,426.67,-1580.86,-7636.74,1480.72
2108.6859,427.39,-1577.0,-7612.71,1491.45
2108.6899,419.66,-1574.56,-7588.15,1501.27
2108.6939,410.84,-1579.24,-7597.97,1494.79
2108.6979,414.75,-1583.48,-7627.73,1482.25
2108.7019,427.1,-1581.91,-7638.55,1481.2
2108.7059,428.96,-1576.42,-7611.13,1493.74
2108.7099,416.56,-1576.04,-7591.34,1499.56
2108.7139,403.98,-1584.1,-7602.69,1490.16
2108.7179,413.13,-1584.86,-7625.68,1481.39
2108.7219,427.63,-1581.86,-7636.02,1481.25
2108.7259,428.49,-1577.28,-7613.85,1493.31
2108.7299,421.43,-1574.52,-7588.67,1502.7
